Model,Production Year,Number of Engines,Engine Type,Capacity,Range (km),Fuel Consumption (L/hour),Hourly Maintenance Cost ($),Age,Sales Region,Price ($)
Bombardier CRJ200,2003,2,Turbofan,50,3000,5.09,2579.43,20,Asya,13572762.97
Airbus A320,2021,2,Turbofan,180,6300,2.63,4650.65,2,Asya,142388669.56
Boeing 737,1987,2,Turbofan,162,5700,9.05,3500.18,36,Asya,72932048.33
Bombardier CRJ200,1980,2,Turbofan,50,3000,7.67,1012.44,43,Asya,11541846.09
Cessna 172,1993,1,Piston,4,1285,43.9,1610.92,30,Asya,237749.0
Bombardier CRJ200,2015,2,Turbofan,50,3000,2.54,1517.55,8,Asya,16554846.3
Airbus A350,1990,2,Turbofan,350,14800,2.6,1281.65,33,Asya,463359015.21
Boeing 777,2014,2,Turbofan,396,15600,5.69,4813.22,9,Asya,661874379.03
Boeing 777,2000,2,Turbofan,396,15600,13.21,2980.39,23,Asya,527508633.33
Bombardier CRJ200,1980,2,Turbofan,50,3000,4.92,1263.27,43,Asya,11351559.71
Bombardier CRJ200,2023,2,Turbofan,50,3000,12.78,4089.89,0,Asya,19873777.61
Airbus A320,2015,2,Turbofan,180,6300,10.11,4697.15,8,Asya,138473358.39
Boeing 737,2002,2,Turbofan,162,5700,3.98,3459.54,21,Asya,70898662.11
Bombardier CRJ200,2020,2,Turbofan,50,3000,12.4,4810.92,3,Asya,27225268.71
Boeing 777,2001,2,Turbofan,396,15600,2.11,3776.49,22,Asya,462812457.65
Boeing 777,1994,2,Turbofan,396,15600,3.51,4672.37,29,Asya,413542178.16
Boeing 777,1992,2,Turbofan,396,15600,10.14,4567.53,31,Asya,457924086.82
Bombardier CRJ200,1986,2,Turbofan,50,3000,2.4,4935.15,37,Asya,11195210.29
Boeing 777,2016,2,Turbofan,396,15600,11.41,1215.97,7,Asya,669561323.81
Airbus A320,2000,2,Turbofan,180,6300,4.39,1551.82,23,Asya,91533593.35
Boeing 777,2004,2,Turbofan,396,15600,12.1,3931.58,19,Asya,462508342.85
Boeing 777,2013,2,Turbofan,396,15600,8.12,4361.0,10,Asya,765218826.57
Airbus A350,1990,2,Turbofan,350,14800,8.22,2742.6,33,Asya,324457451.6
Cessna 172,2019,1,Piston,4,1285,32.59,4137.49,4,Asya,394650.71
Airbus A320,2023,2,Turbofan,180,6300,14.75,1815.8,0,Asya,163580365.51
Cessna 172,2002,1,Piston,4,1285,21.75,4747.96,21,Asya,250782.54
Cessna 172,2019,1,Piston,4,1285,24.98,562.72,4,Asya,419008.14
Boeing 737,2000,2,Turbofan,162,5700,7.52,3409.27,23,Asya,75960498.64
Airbus A350,2001,2,Turbofan,350,14800,14.9,1365.77,22,Asya,447259491.71
Airbus A350,2010,2,Turbofan,350,14800,9.43,2825.96,13,Asya,495413298.28
Airbus A350,2011,2,Turbofan,350,14800,13.17,1887.18,12,Asya,583229416.56
Boeing 777,2000,2,Turbofan,396,15600,8.22,3468.72,23,Asya,434619913.9
Boeing 737,1991,2,Turbofan,162,5700,9.89,4827.06,32,Asya,61784487.91
Boeing 737,1997,2,Turbofan,162,5700,2.65,1333.88,26,Asya,60145780.57
Boeing 777,2020,2,Turbofan,396,15600,3.13,1932.98,3,Asya,723063054.82
Boeing 737,1982,2,Turbofan,162,5700,11.34,4958.38,41,Asya,55535583.21
Boeing 777,2004,2,Turbofan,396,15600,10.14,1146.61,19,Asya,621670748.56
Airbus A320,1989,2,Turbofan,180,6300,4.86,4004.59,34,Asya,82204213.78
Bombardier CRJ200,2023,2,Turbofan,50,3000,2.19,3817.95,0,Asya,26609029.88
Boeing 737,1982,2,Turbofan,162,5700,8.98,2782.06,41,Asya,70643799.55
Boeing 777,1988,2,Turbofan,396,15600,12.99,3631.14,35,Asya,428120003.5
Boeing 777,1986,2,Turbofan,396,15600,9.41,1503.08,37,Asya,411808807.66
Boeing 777,1985,2,Turbofan,396,15600,8.68,3056.62,38,Asya,368461583.18
Airbus A350,2023,2,Turbofan,350,14800,7.33,2805.58,0,Asya,802738469.6
Boeing 777,2005,2,Turbofan,396,15600,3.56,2808.38,18,Asya,611268895.45
Bombardier CRJ200,1993,2,Turbofan,50,3000,3.6,3819.09,30,Asya,11134247.79
Boeing 777,2023,2,Turbofan,396,15600,10.84,4285.45,0,Asya,746019414.62
Cessna 172,2010,1,Piston,4,1285,30.85,3201.61,13,Asya,322431.29
Cessna 172,1994,1,Piston,4,1285,32.19,2918.36,29,Asya,191174.04
Airbus A320,1981,2,Turbofan,180,6300,13.11,4708.02,42,Asya,79019589.01
Cessna 172,2012,1,Piston,4,1285,44.04,531.48,11,Asya,343520.85
Cessna 172,2017,1,Piston,4,1285,49.94,4581.17,6,Asya,425854.05
Bombardier CRJ200,1983,2,Turbofan,50,3000,14.68,2171.81,40,Asya,11836743.64
Airbus A320,2021,2,Turbofan,180,6300,11.49,1512.8,2,Asya,157062225.46
Bombardier CRJ200,1990,2,Turbofan,50,3000,3.7,1099.41,33,Asya,12033992.55
Airbus A320,2006,2,Turbofan,180,6300,5.87,1517.88,17,Asya,102155520.67
Boeing 777,2017,2,Turbofan,396,15600,14.12,4761.3,6,Asya,676245525.83
Airbus A350,1991,2,Turbofan,350,14800,13.34,1706.11,32,Asya,278168239.71
Airbus A320,2005,2,Turbofan,180,6300,7.56,3751.36,18,Asya,106528801.74
Airbus A350,1993,2,Turbofan,350,14800,14.02,2502.68,30,Asya,419160126.4
Cessna 172,1995,1,Piston,4,1285,13.63,4036.71,28,Asya,232204.72
Boeing 777,2019,2,Turbofan,396,15600,5.7,1905.88,4,Asya,727706205.16
Boeing 777,2021,2,Turbofan,396,15600,9.24,609.66,2,Asya,733863091.45
Airbus A320,1997,2,Turbofan,180,6300,14.06,1811.67,26,Asya,76882297.92
Bombardier CRJ200,1994,2,Turbofan,50,3000,6.35,3444.55,29,Asya,9812868.6
Boeing 777,1999,2,Turbofan,396,15600,7.03,2479.02,24,Asya,350785144.97
Boeing 737,2014,2,Turbofan,162,5700,8.95,701.96,9,Asya,93240382.71
Bombardier CRJ200,2022,2,Turbofan,50,3000,5.06,1782.67,1,Asya,24615198.45
Airbus A350,1997,2,Turbofan,350,14800,5.36,1358.23,26,Asya,327823995.16
Bombardier CRJ200,2019,2,Turbofan,50,3000,13.98,3731.01,4,Asya,22507440.48
Boeing 737,2022,2,Turbofan,162,5700,13.55,4643.44,1,Asya,136774787.23
Airbus A320,1998,2,Turbofan,180,6300,10.65,4450.37,25,Asya,72034992.14
Boeing 777,2001,2,Turbofan,396,15600,8.32,4246.95,22,Asya,448569478.15
Airbus A350,2020,2,Turbofan,350,14800,14.19,2120.47,3,Asya,812247266.53
Airbus A350,2001,2,Turbofan,350,14800,2.06,1616.41,22,Asya,414436879.54
Boeing 777,2009,2,Turbofan,396,15600,2.29,1059.0,14,Asya,560830057.49
Bombardier CRJ200,2021,2,Turbofan,50,3000,12.84,2715.79,2,Asya,19442049.84
Airbus A350,2017,2,Turbofan,350,14800,10.09,700.79,6,Asya,669234723.76
Airbus A350,1985,2,Turbofan,350,14800,12.11,555.06,38,Asya,393723914.6
Boeing 777,2008,2,Turbofan,396,15600,7.94,1100.5,15,Asya,470004914.3
Bombardier CRJ200,2000,2,Turbofan,50,3000,2.59,751.42,23,Asya,14486589.53
Bombardier CRJ200,2001,2,Turbofan,50,3000,9.87,3673.14,22,Asya,13081609.21
Boeing 737,2023,2,Turbofan,162,5700,5.2,2982.93,0,Asya,125190571.21
Cessna 172,2000,1,Piston,4,1285,45.54,2151.33,23,Asya,243702.28
Boeing 777,2000,2,Turbofan,396,15600,11.28,4611.55,23,Asya,469985711.74
Cessna 172,2007,1,Piston,4,1285,28.01,2151.79,16,Asya,313734.99
Boeing 737,1999,2,Turbofan,162,5700,8.76,1675.06,24,Asya,66171562.6
Airbus A320,2001,2,Turbofan,180,6300,6.98,2180.78,22,Asya,91666163.24
Boeing 777,2012,2,Turbofan,396,15600,4.57,4692.74,11,Asya,570827056.23
Airbus A350,2015,2,Turbofan,350,14800,2.78,1545.01,8,Asya,589126255.56
Boeing 737,1981,2,Turbofan,162,5700,10.87,4902.98,42,Asya,59372178.39
Bombardier CRJ200,1993,2,Turbofan,50,3000,14.23,2390.3,30,Asya,10178122.49
Boeing 737,2014,2,Turbofan,162,5700,14.43,4702.87,9,Asya,117512911.04
Bombardier CRJ200,2006,2,Turbofan,50,3000,3.05,3667.35,17,Asya,16936289.48
Airbus A350,2002,2,Turbofan,350,14800,13.27,3165.51,21,Asya,386436545.7
Cessna 172,1983,1,Piston,4,1285,31.22,3178.15,40,Asya,232432.23
Airbus A350,2007,2,Turbofan,350,14800,5.34,3315.87,16,Asya,495107079.69
Bombardier CRJ200,1985,2,Turbofan,50,3000,11.26,3098.71,38,Asya,11582165.49
Airbus A350,1984,2,Turbofan,350,14800,3.64,1698.16,39,Asya,337974598.33
Airbus A350,2000,2,Turbofan,350,14800,13.38,4393.23,23,Asya,459968957.76
Boeing 737,2015,2,Turbofan,162,5700,10.32,4595.89,8,Asya,105327183.11
Airbus A350,2007,2,Turbofan,350,14800,5.13,3484.07,16,Asya,559096791.02
Airbus A350,2007,2,Turbofan,350,14800,9.8,2660.16,16,Asya,490546608.6
Cessna 172,2003,1,Piston,4,1285,36.33,522.49,20,Asya,267727.59
Boeing 737,1996,2,Turbofan,162,5700,3.48,3453.84,27,Asya,67619416.84
Boeing 777,2014,2,Turbofan,396,15600,9.29,1226.31,9,Asya,539762910.68
Cessna 172,2019,1,Piston,4,1285,22.36,2793.08,4,Asya,397722.07
Bombardier CRJ200,2023,2,Turbofan,50,3000,7.56,1234.11,0,Asya,19465752.94
Boeing 777,1990,2,Turbofan,396,15600,3.57,4057.17,33,Asya,302460196.67
Boeing 777,1985,2,Turbofan,396,15600,14.55,914.07,38,Asya,370045689.87
Boeing 777,2005,2,Turbofan,396,15600,10.64,4063.57,18,Asya,411328571.1
Airbus A320,1995,2,Turbofan,180,6300,7.21,4518.77,28,Asya,75734094.06
Boeing 777,1992,2,Turbofan,396,15600,8.02,1855.3,31,Asya,425016783.9
Boeing 737,1992,2,Turbofan,162,5700,2.54,2205.23,31,Asya,63200477.18
Boeing 777,1998,2,Turbofan,396,15600,11.52,3196.94,25,Asya,444339445.34
Bombardier CRJ200,1986,2,Turbofan,50,3000,7.13,4440.67,37,Asya,12183890.53
Airbus A350,2019,2,Turbofan,350,14800,2.75,1574.67,4,Asya,736656549.59
Boeing 737,1980,2,Turbofan,162,5700,7.31,2951.76,43,Asya,52602983.74
Airbus A320,1981,2,Turbofan,180,6300,13.84,1575.3,42,Asya,78975337.75
Cessna 172,2009,1,Piston,4,1285,19.26,3270.21,14,Asya,335301.24
Cessna 172,2005,1,Piston,4,1285,16.42,1847.78,18,Asya,277004.74
Airbus A320,1996,2,Turbofan,180,6300,2.48,4560.21,27,Asya,85572075.87
Boeing 737,2017,2,Turbofan,162,5700,7.7,3938.77,6,Asya,113028808.15
Airbus A350,2022,2,Turbofan,350,14800,2.69,2875.06,1,Asya,728233388.86
Airbus A320,2017,2,Turbofan,180,6300,4.89,1804.74,6,Asya,137406491.89
